created_at,id_str,full_text,lang,username
Tue Dec 05 06:57:01 +0000 2023,1.73193E+18,@VIVAcoid AMIN pasangan dengan gagasan yg jelas dan pailng di dukung semua kalagan,in,grmartinodegard
Tue Dec 05 04:34:38 +0000 2023,1.73189E+18,"@VIVAcoid Mau pesen yg jutaan jg bs kok  nanggung amat  dah gitu typo"" lg 😂""",in,515_tov
Tue Dec 05 00:05:33 +0000 2023,1.73183E+18,@VIVAcoid Itu salah gambar,in,liony_shinta
Mon Dec 04 15:31:27 +0000 2023,1.7317E+18,@VIVAcoid Jadi ini yg juara satu poling Amin atau Ganjar min?,in,disangka
Tue Dec 05 11:02:11 +0000 2023,1.73199E+18,@VIVAcoid Poling ghoib,in,hzafanurf
Tue Dec 05 09:45:02 +0000 2023,1.73197E+18,@VIVAcoid Saya sih BIG NO &amp; NEVER buat Nomor 01...Ogaaaaahhh bener😂🤣,in,KennyUkur1987
Tue Dec 05 14:41:49 +0000 2023,1.73205E+18,@VIVAcoid Amin kali ini keren banget,in,abeliasyuhada
Mon Dec 04 22:58:36 +0000 2023,1.73181E+18,@VIVAcoid Asal jangan paslon yg gagasannya cuma bagi2 nasi dan susu aja...,in,rullysatria6
Tue Dec 05 07:25:27 +0000 2023,1.73194E+18,@VIVAcoid Semuanya saya suka tapi yang saya cinta cuman amin😍😍😍,in,rosida609
Mon Dec 04 13:38:32 +0000 2023,1.73167E+18,@VIVAcoid Amin,en,Jonson79715330
Tue Dec 05 02:54:17 +0000 2023,1.73187E+18,@VIVAcoid beda ma postingan hahaha ngopi min,in,AkayCemonk
Tue Dec 05 11:35:06 +0000 2023,1.732E+18,@VIVAcoid Alhamdulillah semakin populer  optimis AMIN menang 1 putaran,in,An_drw1
Mon Dec 04 14:52:08 +0000 2023,1.73169E+18,@VIVAcoid Admin gak jelas!!! Yg no.1 itu siapa? Ko' di bolak balik?,in,MohSantos2
Tue Dec 05 09:45:09 +0000 2023,1.73197E+18,@VIVAcoid Waduhhh..Pak Lurah bisa makin stresss,in,naval_arct
Tue Dec 05 11:31:48 +0000 2023,1.732E+18,@VIVAcoid Datanya salah itu boss 😁😅🤣😂,in,rinosusanto31
Tue Dec 05 11:33:45 +0000 2023,1.732E+18,@VIVAcoid Majulah Indonesia ku  majulah Anis Imin! AMIN 1 PUTARAN,in,alyamaharan6
Tue Dec 05 11:36:50 +0000 2023,1.732E+18,@VIVAcoid Alhamdulillah semakin populer  optimis AMIN menang 1 putaran,in,cindi_3737
Mon Dec 04 23:51:10 +0000 2023,1.73182E+18,@VIVAcoid kalau viva dan TV one selalu anis yang di depan,in,hapekayu
Tue Dec 05 02:26:24 +0000 2023,1.73186E+18,@VIVAcoid setelah berita ini muncul  kayaknya buzzer paslon no 3 lgsg bergerak cepat buat ikutan votting wkwkwkwk,in,sayajggatau
Tue Dec 05 06:59:37 +0000 2023,1.73193E+18,@VIVAcoid Dari sini sudah terlihat siapa yang akan jadi pemenang di hari-H 😉😍😍😍,in,CokyOm3
Tue Dec 05 06:27:41 +0000 2023,1.73192E+18,@VIVAcoid Mimin kebanyakan minum asam sulfat,in,84nove
Tue Dec 05 05:49:09 +0000 2023,1.73191E+18,@VIVAcoid Husssshhhh  AMIN yg lain semakin ketinggalan☝🏻,in,zainal19610898
Tue Dec 05 05:52:35 +0000 2023,1.73191E+18,"@VIVAcoid Pelan pak anies dan Cak imin. Kasian yg laen😄☝🏻☝🏻👍🏻""",in,Fina1771112
Tue Dec 05 05:54:34 +0000 2023,1.73191E+18,@VIVAcoid Habis ini orang2 pada mantau viva  begitu buka polling lagi langsung gaspoll 🫢,in,iqbalmoh__
Tue Dec 05 10:25:23 +0000 2023,1.73198E+18,@VIVAcoid Aku baca sampai 10x kok tetep bingung ya min? 🤭,in,suparjan63
Tue Dec 05 03:16:10 +0000 2023,1.73188E+18,@VIVAcoid Luar biasa AMIN 👍,in,Bowo88Bowo
Tue Dec 05 11:03:29 +0000 2023,1.73199E+18,@VIVAcoid Majulah Indonesia ku  majulah Anis Imin! AMIN 1 PUTARAN,in,anggawijaya5110
Tue Dec 05 11:35:37 +0000 2023,1.732E+18,@VIVAcoid Alhamdulillah semakin populer  optimis AMIN menang 1 putaran,in,rudi_t001
Tue Dec 05 11:36:16 +0000 2023,1.732E+18,@VIVAcoid Alhamdulillah semakin populer  optimis AMIN menang 1 putaran,in,juki_topt
Tue Dec 05 06:18:23 +0000 2023,1.73192E+18,@VIVAcoid Amin 🔥,en,ghodhor
Tue Dec 05 10:49:08 +0000 2023,1.73199E+18,@VIVAcoid udah yg menang prabowo gibran  udah diatur sedemikiann rupa,in,shelovame
Tue Dec 05 06:38:16 +0000 2023,1.73193E+18,@VIVAcoid AMIN presidenku,in,Bagasirawa93453
Tue Dec 05 01:58:32 +0000 2023,1.73186E+18,@VIVAcoid Lah ga sesuai min  awokwikwiwk,in,BPHahahaha
Tue Dec 05 03:06:11 +0000 2023,1.73187E+18,@VIVAcoid Sudah pasti karna AMIN pilihan rakyat,in,Neylajigi
Tue Dec 05 07:07:43 +0000 2023,1.73193E+18,@VIVAcoid Jangankan cuman satu suara. Seribu suara akan ku persembahkan untuk pasangan tercinta. No 1 tiada tara😍😍,in,kholifiastore
Tue Dec 05 03:36:29 +0000 2023,1.73188E+18,@VIVAcoid Rakyat indonesia pasti milih AMIN,in,Zydan1737305
Tue Dec 05 05:41:25 +0000 2023,1.73191E+18,@VIVAcoid paling siap untuk AMINkan indonesia 👆🏻,in,RFaturrozi
Tue Dec 05 09:51:44 +0000 2023,1.73197E+18,@VIVAcoid Itu data Gama yg LBH banyak dipilih,in,TTjahjot0910
Tue Dec 05 04:52:55 +0000 2023,1.7319E+18,@VIVAcoid Wehh kerenn bett dahh AMIN urutan ke 1 🤗  Bismillah AMIN sedikit lg menang Pilpres 2024 🇮🇩🇮🇩,in,adeliakikila
Mon Dec 04 20:05:02 +0000 2023,1.73177E+18,@VIVAcoid Coba tes sminggu 1x ya min,in,mutiara_anie
Tue Dec 05 12:15:22 +0000 2023,1.73201E+18,@VIVAcoid Ini kurang kredible  karena 1 orang bisa vote lebih dari 1 kali...,in,dimassukses
Tue Dec 05 06:26:11 +0000 2023,1.73192E+18,@VIVAcoid Kok foto dan berita gak konsisten ya?,in,PasukanPelor
Tue Dec 05 01:31:57 +0000 2023,1.73185E+18,@VIVAcoid Alhamdulillah.... Semangat...!!,in,Tasyfin_01
Tue Dec 05 05:08:58 +0000 2023,1.7319E+18,@VIVAcoid Kebenaran selalu menemukan jalannya.. gasspolll 🤟🤟🤟😁😁,in,whoami884368729
Tue Dec 05 06:01:38 +0000 2023,1.73192E+18,@VIVAcoid Viva kan punya orang golkar  kok bisa yg menang anies,in,_Cheesetea_
Tue Dec 05 00:49:15 +0000 2023,1.73184E+18,@VIVAcoid Polling itu gausah lama-lama  biasanya lewat dr 1 jam aja udah banyak bot pemenangan nomor 'sekian' yg nyerbu awokokowkoa,in,augRID_30
Tue Dec 05 04:25:26 +0000 2023,1.73189E+18,@VIVAcoid Real sesuai dgn fakta dilapangan. Pilih No. 1️⃣ The Best,in,NkriWanabud
Tue Dec 05 12:56:04 +0000 2023,1.73202E+18,@VIVAcoid Emboo min,in,purapurakacang
Tue Dec 05 02:33:27 +0000 2023,1.73186E+18,@VIVAcoid bedakan polling sama survey 🤣🤣,in,averroes_suneth
Tue Dec 05 05:56:36 +0000 2023,1.73192E+18,@VIVAcoid Gacor gacor gacorr  Anies dan Muhaimin🤍☝🏻,in,anjani1283403
Tue Dec 05 03:14:49 +0000 2023,1.73187E+18,@VIVAcoid Siap memilih AMIN ☝️,in,SintaFendi
Tue Dec 05 11:34:10 +0000 2023,1.732E+18,@VIVAcoid Alhamdulillah semakin populer  optimis AMIN menang 1 putaran,in,Astonriz
Tue Dec 05 11:34:52 +0000 2023,1.732E+18,@VIVAcoid Alhamdulillah semakin populer  optimis AMIN menang 1 putaran,in,hanstmty01
Tue Dec 05 01:42:21 +0000 2023,1.73185E+18,@VIVAcoid Kalau saya lihat itu ganjar yang paling banyak..,in,AlexNadya_Id
Tue Dec 05 09:48:43 +0000 2023,1.73197E+18,@VIVAcoid Masih gak percaya sih mau hasil nanti aja bulan februari,in,elbowedgrunt660
Tue Dec 05 03:27:04 +0000 2023,1.73188E+18,@VIVAcoid Ini pilihan yg real,in,sunardi1365271
Tue Dec 05 06:56:10 +0000 2023,1.73193E+18,@VIVAcoid Sudah pasti Amin solid.😉😉😉,in,dimas_cak13964
Tue Dec 05 03:38:13 +0000 2023,1.73188E+18,@VIVAcoid 1 yg bisa jdi pemimpin indonesia,in,Yoga820099
Tue Dec 05 03:39:42 +0000 2023,1.73188E+18,@VIVAcoid Amin jelas karna pilihan rakyat,in,PermanaPijar
Tue Dec 05 04:49:09 +0000 2023,1.7319E+18,@VIVAcoid Yuk digaske  AMIN for Indonesia,in,bakmierebuz
Tue Dec 05 06:41:45 +0000 2023,1.73193E+18,@VIVAcoid AMIN presidenku top,in,Ragilbayu569459
Tue Dec 05 06:42:59 +0000 2023,1.73193E+18,@VIVAcoid AMIN presidenku top,in,darmawansetya34
Tue Dec 05 03:12:32 +0000 2023,1.73187E+18,@VIVAcoid Umat pilih AMIN👍,in,erwinsaja334
Tue Dec 05 03:12:55 +0000 2023,1.73187E+18,@VIVAcoid AMIN pilihan umat,in,yenilaini
Tue Dec 05 01:01:48 +0000 2023,1.73184E+18,@VIVAcoid Tegak lurus @aniesbaswedan @cakimiNOW,in,wibowo_maskur
Tue Dec 05 01:22:45 +0000 2023,1.73185E+18,@VIVAcoid Salah foto min (foto kanan) urut 1 harusnya Amin bukan dari pasangan Ganjar.,in,Af1V4H
Tue Dec 05 03:13:54 +0000 2023,1.73187E+18,@VIVAcoid Kawal AMIN sampai menang☝️,in,RFajriana86677
Tue Dec 05 01:13:07 +0000 2023,1.73184E+18,@VIVAcoid Ga salah  itu gambar hari minggu tgl 3  klo hari ini yg bener ya gambar itu. Nah Genjer tu antara banyak BOT nya klo gk voting nya berulang ulang  ya kali dri ngecheat nya cepet bener dari 3rb langsung ke 90rb,in,MasYen_
Tue Dec 05 07:38:05 +0000 2023,1.73194E+18,@VIVAcoid Maksud? https://t.co/LkYK3iFixF,et,Kisuke_ElBarca
Tue Dec 05 03:09:01 +0000 2023,1.73187E+18,@VIVAcoid AMINkan Indonesia ☝️,in,anwartujuh777
Tue Dec 05 03:08:30 +0000 2023,1.73187E+18,@VIVAcoid AMINkan Indonesia 👍,in,NurFaizah320031
Tue Dec 05 07:30:43 +0000 2023,1.73194E+18,@VIVAcoid Ini medianya khusus si wan abud.,in,Dayak2018
Tue Dec 05 12:23:01 +0000 2023,1.73201E+18,@VIVAcoid wah ada yg cair nih,in,barrstwn
Tue Dec 05 03:14:22 +0000 2023,1.73187E+18,@VIVAcoid Kawal terus AMIN sampai menang,in,LatifaSalsa6
Tue Dec 05 11:00:08 +0000 2023,1.73199E+18,@VIVAcoid Anis Imin bisa bersama rakyat!,in,bagusfirdaus04
Mon Dec 04 23:35:16 +0000 2023,1.73182E+18,@VIVAcoid Amin amanah untuk Indonesia,in,abutpuwayah
Mon Dec 04 23:43:00 +0000 2023,1.73182E+18,@VIVAcoid alhamdulillah  semoga AMIN segera dilantik jadi presiden VIVA 🙏,in,mulivemulive
Tue Dec 05 11:50:32 +0000 2023,1.732E+18,@VIVAcoid Viva salah lagi  harusnya Ganjar Mahfud 2500%,in,yoez221286891
Tue Dec 05 04:11:35 +0000 2023,1.73189E+18,@VIVAcoid Judul Anies menang  tp capture data hasil voting Ganjar menang  tp di website nya Anies yg memang,in,dyka_qcell
Tue Dec 05 08:57:01 +0000 2023,1.73196E+18,@VIVAcoid 🤣🤣🤣🤣,qme,SAsuhan23391
Tue Dec 05 04:00:06 +0000 2023,1.73189E+18,@VIVAcoid Kebalik min haduh  mana byk yg respon lg,in,avenuechilds
Tue Dec 05 05:39:36 +0000 2023,1.73191E+18,@VIVAcoid sudah jelas orang cerdas pilih AMIN,in,YudaAmmar2
Tue Dec 05 15:41:38 +0000 2023,1.73206E+18,@VIVAcoid Tenang pak Anis kita ada untuk anda,in,dibaf8000
Tue Dec 05 11:33:05 +0000 2023,1.732E+18,@VIVAcoid Yang satu iman mari satu AMIN!,in,elja_gunaw65167
Tue Dec 05 03:05:46 +0000 2023,1.73187E+18,@VIVAcoid MasyaAllah 🫶🏻,in,PekPekok
Tue Dec 05 04:29:09 +0000 2023,1.73189E+18,@VIVAcoid 🤟,qme,ags_arya
Tue Dec 05 02:52:03 +0000 2023,1.73187E+18,@VIVAcoid pendukungnya memang militan,in,EnggalBimaSakti
Tue Dec 05 04:21:42 +0000 2023,1.73189E+18,@VIVAcoid Ini kok goblok bgt judul berita dgn data yg di share sendiri berbeda 🤣🤣🤣 Jgn mabuk gitu dong min  perlu kratingdaeng kali nih spy kenceng lg 🤣🤣,in,putuwilly_
Mon Dec 04 14:32:22 +0000 2023,1.73168E+18,@VIVAcoid Mabuk,in,nowodjati
Mon Dec 04 14:46:34 +0000 2023,1.73169E+18,This Friday: A Riyadh derby between @AlNassrFC_EN and @AlRiyadhFC_EN 🍿 Watch on @FoxSoccer 📺 #yallaRSL https://t.co/ef4AKEH0Wv,en,SPL_EN
Tue Dec 05 02:17:25 +0000 2023,1.73186E+18,@VIVAcoid Yang elu pollingin orangnya salah satu calon   Gini amat polling pesenan   Saya ma @prabowo saja  siapapun wakilnya,in,Eko68815124
Tue Dec 05 02:04:49 +0000 2023,1.73186E+18,@VIVAcoid Yg bayar pokoknya poling urutan teratas,in,bionavrizian
Tue Dec 05 10:23:30 +0000 2023,1.73198E+18,@VIVAcoid gak jelas 🤣🤣🤣,in,kusukaalmon
Tue Dec 05 05:18:30 +0000 2023,1.73191E+18,@VIVAcoid lembaga survey beda beda gini hasilnya,in,firmanabadi613
Tue Dec 05 11:45:36 +0000 2023,1.732E+18,@VIVAcoid 94793 sama 32190....bnyak yg mana ..,in,HanGamerX1
Tue Dec 05 14:33:15 +0000 2023,1.73205E+18,@VIVAcoid 👏👏👏👏👏👏,qme,dillaokto
Tue Dec 05 05:42:57 +0000 2023,1.73191E+18,@VIVAcoid Puji dukung anis cakimin,in,AnisaHeraw47170
Mon Dec 04 16:14:42 +0000 2023,1.73171E+18,@VIVAcoid Wah menang di tvone,in,HeryFrances
Tue Dec 05 11:34:25 +0000 2023,1.732E+18,@VIVAcoid Alhamdulillah semakin populer  optimis AMIN menang 1 putaran,in,felixgian01
Tue Dec 05 03:46:27 +0000 2023,1.73188E+18,@VIVAcoid Kecurangan mulai dipertontonkan kan,in,asykadi
Tue Dec 05 05:39:26 +0000 2023,1.73191E+18,@VIVAcoid Anis imin duet maut yg 1 kang tilep sama copas progja yg 1nya penjilat awokwok,in,Riorg126
Tue Dec 05 13:22:44 +0000 2023,1.73203E+18,@VIVAcoid Kynya gamungkin bgt gaanjaar menang wkwk,in,Lwmeida
Tue Dec 05 13:27:05 +0000 2023,1.73203E+18,@VIVAcoid Haha adminnya ngantuk lupa edit. Amin yg unggul ituuu. Bissmillah AMIN no 1 menang!🔥,in,AmbarKhoiroh99
Tue Dec 05 03:43:22 +0000 2023,1.73188E+18,@VIVAcoid Antara gambar yg di posting  sama text tweet berlawanan. Mending mandi dulu  makan  ngopi 🤣,in,jefriikrnwn
Tue Dec 05 11:33:00 +0000 2023,1.732E+18,@VIVAcoid Lembaga survey klo bikin pertanyaan ke responden gx nikung2 elektabilitas AM1N Insya Allah pesaing utama tim penguasa,in,kamaloeby
Mon Dec 04 12:56:35 +0000 2023,1.73166E+18,@tvOneNews Bapak ga punya tapi timsesnya yg punya semua juga begitu ga usah diakui juga pada dh tau 😂😂,in,wewzer21
Mon Dec 04 12:40:21 +0000 2023,1.73165E+18,@tvOneNews Buzzer simpatisan mungkin iya. Kalo Buzzer berbayar  saya yakin gak lah. Ini sepertinya hanya sebuah propaganda untuk menjatuhkan Anies. #AMINAjaDulu,in,Daeng_Mandai
Mon Dec 04 12:12:03 +0000 2023,1.73165E+18,@tvOneNews Kalau buzzerp berbayar semacam densi dkk saya percaya tidak ada  tapi buzzer simpatisan pasti banyak yg dengan suka rela bela Anies di MEDSOS. Ini @tvOneNew kok percaya akun yg cuma 45 follower di jadikan sumber berita  ambyar...😀😀😀,in,Maju_Mundur01
Mon Dec 04 11:44:55 +0000 2023,1.73164E+18,@tvOneNews Bukan buzzer tapi orang2 yg simpati karema Anies selalu di bully,in,WedyaSutan
Mon Dec 04 12:19:25 +0000 2023,1.73165E+18,@tvOneNews Itu bukan buzzer tp akun orang2 yang simpati pada Anies  bagaimana tidak sepanjang menjabat gubernur DKI kerja sudah bener terus2an diserang fitnah hoaks tapi tak pernah sekalipun membalas  Tuhan dan semesta yg menggerakan simpati,in,et_fath
Mon Dec 04 12:34:32 +0000 2023,1.73165E+18,@tvOneNews Sumber berita Netizen berfollower 43 juta.  Bechaanndyaaa ya ?? https://t.co/OyyNcAUskG,in,hasan_sujak
Mon Dec 04 13:48:54 +0000 2023,1.73167E+18,@tvOneNews Bedakan buzzerp dg simpatisan/relawan atuuh. Yg dimaksud pak anies itu buzzer berbayar. Simpatisan mah jelas ada yg mencoba mengcounter hal2 negatif atau fitnah tp gk dibayar  contohnya ya gw ini lah.,in,rawits3
Mon Dec 04 11:49:48 +0000 2023,1.73164E+18,@tvOneNews Abis waktu bahas yg spt itu .. yg pasti kami relawan AMIN punya militansi yg tinggi,in,h4lim37
Mon Dec 04 12:13:06 +0000 2023,1.73165E+18,@tvOneNews Orang baik spt @aniesbaswedan selalu banyak yang membela tanpa pamrih 🙏🙏🙏🙏 bukan Buser2,in,MadiBros
Mon Dec 04 13:13:58 +0000 2023,1.73166E+18,@tvOneNews tipiwan emang beda.  akun follower kuncup dijadiin narsum.  gini amat admin asuhan @ardibakrie   🗿 https://t.co/25hIMsYKiz,in,JiwaRaga99
Mon Dec 04 12:24:57 +0000 2023,1.73165E+18,@tvOneNews Saya sejak jd gub..secara sukarela selalu me.framing hal2 positif bang Anies...sampai2 3 kali ganti akun karena di suspec,in,YatiDimi68514
Mon Dec 04 14:56:22 +0000 2023,1.73169E+18,@tvOneNews mao dibayar pake apaan buzerrp nya? baliho aja patungan. yang ada itu relawan &amp; netizen yg ingin perubahan ke masa depan yg lebih baik utk semua.,in,podo_radong1
Mon Dec 04 15:43:33 +0000 2023,1.7317E+18,@tvOneNews Jangan ragu ..kalau di NKRI ini masih bammnyak pejuang2 yg siap bekerja tanpaNASI BUNGKUS DAN AMPLOP... Sama spt saat ini  sebelum Anies  disahkan oleh KPU menjadi Capres... hampur seluruh PROPINSI di NKRI ini membentuk Relawan tanpa di bayar... kami bukan buzzer.,in,abififa
Mon Dec 04 12:43:43 +0000 2023,1.73166E+18,@tvOneNews Kami Relawan sejati.ingin perubahan Tak perlu bayaran. https://t.co/adSXzJi4vA,in,EngeeEng
Mon Dec 04 13:33:19 +0000 2023,1.73167E+18,@tvOneNews Boleh jadi memang tidak memelihara buzzer. Tapi simpatisannya @aniesbaswedan sangat banyak dan mencuit tanpa perlu dibayar.,in,Nicke9662734599
Mon Dec 04 12:32:50 +0000 2023,1.73165E+18,@tvOneNews Buzzer tuh d bayar... Simpatisan anis ga perlu d bayar.. Paham?,in,Eron1977
Mon Dec 04 12:09:27 +0000 2023,1.73165E+18,@tvOneNews fakta sebaliknya beberapa kali ada yg kasih makan para buzer di istana konoha  bahkan sampe bikin aliran paham baru  dan itu keknya bukan kubu Anies kan?,in,WariorXman
Mon Dec 04 13:09:34 +0000 2023,1.73166E+18,@tvOneNews Pak anis buzzer nya relawan semua tanpa Rp.. beda sama buzzerp yg ono noh.. yg gk kebayar malahan balik nyerang ke tuan nya..,in,AlpianVido
Mon Dec 04 12:07:28 +0000 2023,1.73165E+18,@tvOneNews Hahaha @tvOneNews ngga punya duit lagi nyari berita  udah bangkrut  hingga harus membuat berita dengan menjadikan asumsi netizen yg ngga jelas untuk membuat dan menyebar opini... benar2 media sampah... murahan...,in,Rang900
Mon Dec 04 12:51:05 +0000 2023,1.73166E+18,@tvOneNews Gue bukan buzzer AMIN  Gue dukung AMIN demi masa depan NKRI,in,NKRIndonesia79
Mon Dec 04 12:35:20 +0000 2023,1.73165E+18,@tvOneNews Media pendukung si wowo  akun follower 43 biji sama dengan follower gua sampai di jadikan berita sangat dungu https://t.co/YTMF7AyeU5,in,saputrareno980
Tue Dec 05 02:04:58 +0000 2023,1.73186E+18,@tvOneNews Pokoknye di mata TV One dan VIVAnews kentut Anies - Imin selalu bau tapi kentut Prabowo - Gibran selalu wangi. Dah gitu aja. Simpel kok..😜🖕,in,3W_WiwiWowoWati
Mon Dec 04 13:25:16 +0000 2023,1.73167E+18,@tvOneNews Kalau buzzer Rp ya kagaklah.. Kalau pendukung ya wajarlah membela kalau di serang. Iron dome kami luluh lantak kalau difitnah.  https://t.co/NGp4D8bMPL,in,hendra_misni
Tue Dec 05 04:00:22 +0000 2023,1.73189E+18,@tvOneNews Saya bukan tim sukses  kenal juga ngga sama Anies atau tim suksesnya  tapi gagasan dia mewakili saya  buat menghadapi BuzzeRp dari pasukan blimbing sayur termasuk Admin ini  kita siap meski tanpa komando!!! Ape luuu!!,in,subhiarief
Tue Dec 05 04:47:42 +0000 2023,1.7319E+18,@tvOneNews Di AMIN banyak Simpatisan.. Karena mereka Ingin Perubahan.. Kami gk dibayar ini adalah tugas dan tanggung jawab kami pada Negara ini   walau kami tidak ada pengaruhnya bagi Negara.. Cuma kami berdiri ditempat yg benar akan kami bilang benar.. Dan salah akan kami bilang salah,in,RioHerman327
Mon Dec 04 14:57:32 +0000 2023,1.73169E+18,@tvOneNews Buzerrp itu perannya menutupi segala kekurangan yg menyerang tuannya dgn imbalan yg sesuai. Untuk Indonesia masih Anies Muhaimin yg terbaik #AMIN2024,in,CctvHorizo34195
Mon Dec 04 23:10:13 +0000 2023,1.73181E+18,@tvOneNews hahaha elu lucu min. partisipasi netizen berakal sehat yg timbul dari motif dan perasaan yg sama ga bisa elu kategorikan buzzer bayaran.  apalagi fans anies yg memiliki kemampuan berlebih dalam hal mempengaruhi pendapat akan sulit elu buktiin mereka buzzer bayaran atau gratisan.,in,semar2024
Mon Dec 04 17:24:53 +0000 2023,1.73173E+18,@tvOneNews Klu ada orang yg karena mendukung Anies  lalu orang tsb memposisikan dirinya berperilaku mirip2 buzzer  itu bukan berarti pak Anies punya buzzer. Itu lebih kurang mirip dgn penggemar. Klu buzzer pasti TSM. Jadi anda mesti memiliki kemampuan nalar utk membedakannya. 🙏,in,TanoMaskhe
Mon Dec 04 13:34:59 +0000 2023,1.73167E+18,@tvOneNews narasi judulnya kacau nih tv one... itu pendapat/fitnah orang  judul jadi bermakna  lain  dianggap semua netizen,in,agifistiadi1
Mon Dec 04 22:24:21 +0000 2023,1.7318E+18,@tvOneNews Klo buzzer dlm artian org yg sengaja direkrut dan didanai buat memframing kegiatan2 pak ARB  sy percaya tidak ada. Buzzer Anies  ya masyarakat JKT yg melihat sisi positif yg telah dilakukannya dan memberitakan secara sukarela. Bedakan dgn buzzer pak lurah yg pake dana APBN,in,hansbach67
Mon Dec 04 14:16:44 +0000 2023,1.73168E+18,@tvOneNews Sy perhatikan memang gak ada buzzer yg terkoordinir dibawah satu komando... Umumnya mrk relawan pribadi  kalaupun ada akun2 yg populer  mrk hanya jd rujukan informasi. baiknya kubu Anies mulai serius mengkoordinir akun2 relawan agar target  arah &amp; iramanya jelas dlm satu komando,in,lesmana_sofyan
Mon Dec 04 12:36:51 +0000 2023,1.73165E+18,@tvOneNews Tumben rujukan berita tvone,in,theresistant24
Tue Dec 05 00:22:53 +0000 2023,1.73183E+18,@tvOneNews Sy buzzer Anies  tapi buzzer free  karena sy melihat Anies yg pantas jadi Presiden 2024. Team pak @aniesbaswedan dan siapapun cek. Th 2014 saya kontra Anies  namun Sejak 2021 saya  relawan Anies. Sy yakin  ada jutaan seperti sy. Kami ikhlas  siap tempur  tanpa bayar  demi bangsa,in,Syaifud30457221
Mon Dec 04 11:07:54 +0000 2023,1.73163E+18,@tvOneNews Zaman Gini gk pakai Buzerr/ Influemzer ???  Aiihhh gk percaya 10 ribu% lah gue..  Itu lah klu calon pemimpin yg hanya punya pengalaman  Meramgkai kata doang .. Kerjax gk nyata!!,in,ArsAries4
Mon Dec 04 12:24:45 +0000 2023,1.73165E+18,@tvOneNews Orang2 yg simpati dg pak @aniesbaswedan   Modal sendiri,in,JuiceQU_Ummi
Mon Dec 04 11:57:29 +0000 2023,1.73164E+18,@tvOneNews Ga bisa bedain buzzer sama pendukung militan ya gini otaknya cuma duit paslon 01 drmana duitnyaa kemana² aja pke mobil sm transportasi umum ga kyak paslon lain pke jet pribadi,in,Renisuhartini14
Tue Dec 05 01:57:37 +0000 2023,1.73186E+18,@tvOneNews itu simpatisan y bukan buzzer ngek  orang yg melihat kedzaliman ya pasti tergerak hatinya untuk membela apalgi banyak yg fitnah beliau y kita sbg sebangsa dan sesama muslim y sdh barang tentu membla beliau  jangan disamakan y sma buzzer2 rezim yg sekarng lg pd rbut mau bela yg mn,in,mfahri0205
Mon Dec 04 14:03:35 +0000 2023,1.73168E+18,@tvOneNews Saya bukan buzzer tapi lihat kinerjanya anies bagus dengan sukarela membela anies yg selalu didzolimi oleh buzzer rp dan partai seputar ibukota eehh skr banjir pun partai itu tiarap..gak ada suarq,in,Anne86551280061
Mon Dec 04 11:34:34 +0000 2023,1.73164E+18,@tvOneNews lah itu aja ada kesepakatan minjem unag sama sandiaga  gimana mau bayar bajer  bazer,in,dondong68493002
Mon Dec 04 19:41:08 +0000 2023,1.73176E+18,@tvOneNews Aaah @tvOneNews,und,cihk_miaw
Tue Dec 05 06:44:08 +0000 2023,1.73193E+18,@tvOneNews Aku bersumpah  aku mendukung Pak Anies sebagai Presiden RI tahun 2024-2029  tapi aku bukan buzzer.,in,ERaksasa
Mon Dec 04 12:52:56 +0000 2023,1.73166E+18,@tvOneNews Saya salah satu simpatisan Anies. Kalau mau disebut buzzer ya silahkan. Saya cuma rakyat jelata yg ingin Indonesia lebih baik.,in,HudaRudy
Mon Dec 04 12:53:06 +0000 2023,1.73166E+18,@tvOneNews Saya simpatisan Anies ikhlas berkorban membeli paket data dan siap mendukung beliau dalam ikhtiarnya untuk menjadi presiden RI. Semoga Allah meridhoi. Aamiin,in,Husni3461
Tue Dec 05 01:57:33 +0000 2023,1.73186E+18,@tvOneNews Unfoll tipiwan  dia ikutan ngebantu nyerang paslon 1  giliran paslon 2 dan 3 dia kicep  kalian media kok gak netral,in,Alfiza_Putri03
Mon Dec 04 13:08:33 +0000 2023,1.73166E+18,@tvOneNews BuzzerRp ga ada buzzer gratisan bnyak lah,in,Johnwick2122
Mon Dec 04 23:39:49 +0000 2023,1.73182E+18,@tvOneNews Yang namanya 'Jasa' pendengung' itu yg dibayar wan.. klo gratis namanya relawan.. bukan jasa. Paham Wan.. TV Wan.  Cerdas dikit !,in,JagaAkalSehat
Tue Dec 05 03:25:22 +0000 2023,1.73188E+18,@tvOneNews Bukan buzzer lebih tepat nya orang-orang yang menginginkan perubahan dan sudah muak dengan pemerintahan,in,Mhmmd_nrdnn
Tue Dec 05 03:23:50 +0000 2023,1.73188E+18,@tvOneNews Saya bukan buzzer.. Tapi saat Ini @aniesbaswedan dan cak @cakimiNOW memang yang terbaik dari 3 pasang kandidat  dan ini wajib disuarakan. Tak perlu  nunggu dibayar untuk menyampaikan kebenaran.,in,masOtrah
Tue Dec 05 23:34:54 +0000 2023,1.73218E+18,@tvOneNews Tv one kan punya Golkar pak Anies lawannya https://t.co/JNMKc5Or1B mana yg independen.gag ada,in,bank_jego
